7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022,1/1/2023,2/1/2023,3/1/2023,4/1/2023,5/1/2023,6/1/2023,7/1/2023,8/1/2023,9/1/2023,10/1/2023,11/1/2023,12/1/2023,1/1/2024,2/1/2024,3/1/2024,4/1/2024,5/1/2024,6/1/2024,7/1/2024,8/1/2024,9/1/2024,10/1/2024,11/1/2024,12/1/2024,1/1/2025,2/1/2025,3/1/2025,4/1/2025,5/1/2025,6/1/2025
400.09,279.61,376.06,84.31,63.89,65.22,81.36,73.77,9.1,69.32,147.08,155.95,464.21,492.56,283.26,59.99,74.4,71.84,66.31,77.32,66.15,2.93,350.84,626.7,950.67,575.2,506.76,309.91,91.86,87.11,89.96,91.56,69.57,115.02,243.81,661.87
